ticker,name,close,volume,market_cap_basic,premarket_change,premarket_change_abs,premarket_volume
NASDAQ:VSEE,VSEE,2.43,2898374,35703555.0,133.74485596707817,3.2499999999999996,498792
NASDAQ:XCUR,XCUR,0.4949,5038055,4281452.999999999,40.83653263285511,0.20209999999999995,830962
NASDAQ:VRAX,VRAX,1.13,356801,2668950.0,15.929203539823025,0.18000000000000016,12363
NASDAQ:VCNX,VCNX,4.86,648596,7699697.999999999,19.135802469135797,0.9299999999999997,3269
NASDAQ:MKDW,MKDW,2.08,518658,7988880.000000001,10.576923076923064,0.21999999999999975,141711
NASDAQ:BJDX,BJDX,0.5,782109,281980.0,6.000000000000005,0.030000000000000027,21971
NASDAQ:TBIO,TBIO,4.22,242483,7101390.0,14.69194312796209,0.6200000000000001,2291
AMEX:OSTX,OSTX,2.51,416598,63265099.99999999,63.34661354581673,1.5899999999999999,47728
NASDAQ:HSDT,HSDT,0.6934,43391,2054679.9999999998,-2.797807903086238,-0.019399999999999973,890
NASDAQ:PITA,PITA,3.81,213144,50471839.0,12.860892388451436,0.48999999999999977,321170
NASDAQ:ARDX,ARDX,5.5,7505064,1286871178.0,9.818181818181818,0.54,23797
NASDAQ:ADGM,ADGM,9.05,127632,68205471.0,-11.602209944751388,-1.0500000000000007,1280
NASDAQ:VSME,VSME,1.35,85352,6706029.000000001,0.0,0.0,1908
NASDAQ:DASH,DASH,108.2,7965346,44244539145.00001,8.317929759704251,9.0,15175
NASDAQ:AKAN,AKAN,1.45,56209,2779185.0,37.931034482758626,0.55,2502371
AMEX:INDO,INDO,2.41,1416009,24588492.999999996,9.543568464730289,0.22999999999999998,1469
NASDAQ:AGBA,AGBA,1.99,247196,162663705.0,10.050251256281404,0.19999999999999996,5637
NYSE:NET,NET,74.4,5095901,25281138410.0,8.198924731182787,6.099999999999994,10558
NASDAQ:DRMA,DRMA,2.48,22819784,1719074.0,3.6290322580645102,0.08999999999999986,32069
AMEX:UVXY,UVXY,28.79,17854854,,8.093087877735332,2.330000000000002,31262
NYSE:SQ,SQ,59.9,12934875,36961055317.99999,5.592654424040069,3.3500000000000014,40920
AMEX:SOXS,SOXS,28.46,77706697,,10.787069571328182,3.0700000000000003,1054717
AMEX:FNGD,FNGD,26.6,3291193,,7.744360902255634,2.0599999999999987,6796
AMEX:EWV,EWV,10.87,34512,,7.08371665133396,0.7700000000000014,200
NASDAQ:AKBA,AKBA,1.29,2418521,270379315.0,-0.7751937984496131,-0.010000000000000009,763
NASDAQ:BROG,BROG,0.8911,12497,78448215.0,6.733251038042861,0.05999999999999994,300
NASDAQ:KRNL,KRNL,11.25,39687,91438211.0,6.666666666666667,0.75,100
NASDAQ:LGHL,LGHL,0.319,228850,1295739.0,0.3134796238244517,0.0010000000000000009,300
NASDAQ:CGBS,CGBS,0.48,1481397,4255144.0,4.625,0.022199999999999998,32024
NYSE:BFLY,BFLY,1.01,1497480,212814928.0,5.940594059405946,0.06000000000000005,117
NASDAQ:AMZD,AMZD,14.2,279450,,9.014084507042263,1.2800000000000011,1916
AMEX:TECS,TECS,6.99,15879281,,6.008583690987123,0.41999999999999993,6848
NASDAQ:KWE,KWE,0.3275,379509,3627633.17816092,-5.038167938931302,-0.016500000000000015,6727
NASDAQ:SQQQ,SQQQ,9.22,292296050,,4.88069414316702,0.4499999999999993,2221135
NASDAQ:CREG,CREG,0.861,261927,7221716.0,5.087108013937289,0.04380000000000006,100
NASDAQ:BFI,BFI,0.5045,12834776,13825089.0,-2.775024777006929,-0.013999999999999957,13265
NASDAQ:RVNC,RVNC,3.37,2074917,351991438.0,5.044510385756674,0.16999999999999993,2200
AMEX:NVDQ,NVDQ,6.73,26060683,,7.652303120356607,0.5149999999999997,296002
NASDAQ:NVD,NVD,2.47,80542226,,7.2874493927125386,0.17999999999999972,819670
NASDAQ:BZUN,BZUN,2.29,252908,107679074.61792001,4.803493449781654,0.10999999999999988,12348
NASDAQ:VBIV,VBIV,0.116,6923388,3327144.0,-5.0,-0.0058,86070
NASDAQ:KAVL,KAVL,0.85,509397,5766827.0,0.0,0.0,270
NYSE:EXK,EXK,3.64,13626136,874843023.1666666,6.043956043956037,0.21999999999999975,9510
NASDAQ:AMRN,AMRN,0.6213,4926272,255424978.0,4.619346531466291,0.02870000000000006,2417
NASDAQ:QLGN,QLGN,0.2351,2481105,2676102.9999999995,5.997447894512973,0.014100000000000001,4987
NASDAQ:NVDS,NVDS,44.99,2616706,,5.912424983329621,2.6599999999999966,3221
NASDAQ:GOVX,GOVX,2.11,186515,10578906.000000002,4.265402843601911,0.0900000000000003,140
AMEX:DDC,DDC,0.4802,145939,10358526.0,0.3748438150770446,0.0017999999999999683,1592
AMEX:BITX,BITX,32.99,8290163,,3.1827826614125407,1.0499999999999972,27616
NASDAQ:HYZN,HYZN,0.1255,2592510,33872030.00000001,4.143426294820726,0.00520000000000001,158
